Fecha,Estacion,Hora,Pasajeros,Tiempo_espera_min,Puntual,Clima,Demanda_alta,Es_hora_pico
2024-04-03,Est_3,6,124,5.5077446112416215,1,Nublado,1,Si
2024-04-03,Est_3,9,93,6.377068129148798,1,Soleado,0,No
2024-04-03,Est_3,12,73,7.107349355829089,1,Lluvia,0,No
2024-04-03,Est_3,15,76,6.283513829852325,1,Lluvia,0,No
2024-04-03,Est_3,18,105,4.333560109885832,1,Nublado,1,Si
2024-04-03,Est_3,21,86,7.5659507395672785,1,Nublado,0,No
2024-04-03,Est_4,6,112,2.331919626643582,1,Lluvia,1,Si
2024-04-03,Est_4,9,69,9.244066467233775,1,Nublado,0,No
2024-04-03,Est_4,12,97,7.721513847605069,1,Soleado,0,No
2024-04-03,Est_4,15,82,7.335826036418697,1,Nublado,0,No
2024-04-03,Est_4,18,118,5.083587368433042,1,Soleado,1,Si
2024-04-03,Est_4,21,61,8.641287277706423,1,Soleado,0,No
2024-04-03,Est_5,6,115,6.234755875942872,1,Soleado,1,Si
2024-04-03,Est_5,9,86,7.109976950782606,1,Soleado,0,No
2024-04-03,Est_5,12,69,2.9546700355876423,1,Soleado,0,No
2024-04-03,Est_5,15,82,6.918557700223282,0,Nublado,0,No
2024-04-03,Est_5,18,107,8.86003970487479,0,Nublado,1,Si
2024-04-03,Est_5,21,72,7.088827651021733,1,Soleado,0,No
2024-04-03,Est_6,6,122,4.617534173868717,1,Soleado,1,Si
2024-04-03,Est_6,9,77,9.255989482874032,1,Soleado,0,No
2024-04-03,Est_6,12,77,5.334136231801256,0,Soleado,0,No
2024-04-03,Est_6,15,86,9.628405665135434,0,Soleado,0,No
2024-04-03,Est_6,18,111,4.21321960058034,1,Soleado,1,Si
2024-04-03,Est_6,21,66,7.734061841841877,1,Lluvia,0,No
2024-04-03,Est_7,6,132,3.3784050086001542,1,Lluvia,1,Si
2024-04-03,Est_7,9,72,7.923903410416395,1,Nublado,0,No
2024-04-03,Est_7,12,78,6.215915469221441,1,Soleado,0,No
2024-04-03,Est_7,15,82,8.573513838755334,1,Soleado,0,No
2024-04-03,Est_7,18,122,5.316526200803928,1,Soleado,1,Si
2024-04-03,Est_7,21,92,6.854930332194411,1,Nublado,0,No
2024-04-03,Est_8,6,118,5.461702653338088,1,Soleado,1,Si
2024-04-03,Est_8,9,69,4.434747411015062,1,Nublado,0,No
2024-04-03,Est_8,12,70,7.293767882646522,1,Nublado,0,No
2024-04-03,Est_8,15,84,5.532440833577452,1,Soleado,0,No
2024-04-03,Est_8,18,135,7.498211666693865,1,Lluvia,1,Si
2024-04-03,Est_8,21,78,8.521555097527196,1,Soleado,0,No
2024-04-03,Est_9,6,108,5.280150146715617,1,Soleado,1,Si
2024-04-03,Est_9,9,74,5.866925601470016,1,Soleado,0,No
2024-04-03,Est_9,12,82,7.739976851321334,1,Soleado,0,No
2024-04-03,Est_9,15,82,7.2772541855423105,1,Nublado,0,No
2024-04-03,Est_9,18,115,4.947517264254557,1,Soleado,1,Si
2024-04-03,Est_9,21,73,9.656200953453263,1,Nublado,0,No
2024-04-03,Est_10,6,112,3.909294236262697,1,Soleado,1,Si
2024-04-03,Est_10,9,100,6.628722046672743,1,Nublado,0,No
2024-04-03,Est_10,12,92,7.83968567189656,1,Lluvia,0,No
2024-04-03,Est_10,15,73,8.621171088331932,1,Lluvia,0,No
2024-04-03,Est_10,18,143,5.644427328698879,1,Nublado,1,Si
2024-04-03,Est_10,21,95,7.311531530744666,1,Soleado,0,No
2024-04-04,Est_1,6,139,4.940667269215018,1,Lluvia,1,Si
2024-04-04,Est_1,9,75,8.022251046058937,0,Nublado,0,No
2024-04-04,Est_1,12,72,7.333200657450569,1,Nublado,0,No
2024-04-04,Est_1,15,63,6.281877067504784,1,Nublado,0,No
2024-04-04,Est_1,18,114,5.4005753988038885,1,Soleado,1,Si
2024-04-04,Est_1,21,92,8.334446193435156,1,Nublado,0,No
2024-04-04,Est_2,6,142,4.224067324849441,1,Nublado,1,Si
2024-04-04,Est_2,9,87,9.11402116027837,1,Nublado,0,No
2024-04-04,Est_2,12,73,4.9833242334485846,1,Soleado,0,No
2024-04-04,Est_2,15,58,5.622022080273703,1,Soleado,0,No
2024-04-04,Est_2,18,116,6.476483597714876,1,Soleado,1,Si
2024-04-04,Est_2,21,83,6.6790167336617365,1,Soleado,0,No
2024-04-04,Est_3,6,143,5.433752965861727,1,Soleado,1,Si
2024-04-04,Est_3,9,72,10.68295020986634,1,Soleado,0,No
2024-04-04,Est_3,12,92,9.130756371984782,1,Soleado,0,No
2024-04-04,Est_3,15,89,6.143880559375786,1,Nublado,0,No
2024-04-04,Est_3,18,123,4.080816964273421,1,Lluvia,1,Si
2024-04-04,Est_3,21,91,6.418447660096024,1,Nublado,0,No
2024-04-04,Est_4,6,102,2.931021157978209,1,Soleado,1,Si
2024-04-04,Est_4,9,65,5.9036049400871216,1,Soleado,0,No
2024-04-04,Est_4,12,91,10.790398638810434,1,Soleado,0,No
2024-04-04,Est_4,15,85,6.203696840619519,1,Lluvia,0,No
2024-04-04,Est_4,18,130,6.230723271796046,1,Nublado,1,Si
2024-04-04,Est_4,21,83,7.760911046660946,1,Lluvia,0,No
2024-04-04,Est_5,6,134,4.749322879524718,1,Nublado,1,Si
2024-04-04,Est_5,9,70,7.220070529649984,1,Nublado,0,No
2024-04-04,Est_5,12,83,7.968226271711613,1,Soleado,0,No
2024-04-04,Est_5,15,87,10.24488208495819,1,Soleado,0,No
2024-04-04,Est_5,18,124,4.330349578174207,1,Nublado,1,Si
2024-04-04,Est_5,21,63,7.291134989347461,1,Nublado,0,No
2024-04-04,Est_6,6,128,7.348286043851511,1,Soleado,1,Si
2024-04-04,Est_6,9,78,6.901374608390518,1,Nublado,0,No
2024-04-04,Est_6,12,85,7.365701070656798,1,Soleado,0,No
2024-04-04,Est_6,15,100,6.153882053894908,1,Lluvia,0,No
2024-04-04,Est_6,18,117,2.711712243612892,1,Soleado,1,Si
2024-04-04,Est_6,21,93,5.962137895178134,1,Soleado,0,No
2024-04-04,Est_7,6,125,4.876773232411146,1,Soleado,1,Si
2024-04-04,Est_7,9,92,8.675943747382192,1,Lluvia,0,No
2024-04-04,Est_7,12,87,7.294781754552205,1,Soleado,0,No
2024-04-04,Est_7,15,67,8.063505636382768,1,Soleado,0,No
2024-04-04,Est_7,18,109,5.192156622366184,1,Nublado,1,Si
2024-04-04,Est_7,21,75,5.978422513787679,0,Soleado,0,No
2024-04-04,Est_8,6,116,2.624145764771415,1,Lluvia,1,Si
2024-04-04,Est_8,9,88,8.140621984216446,1,Soleado,0,No
2024-04-04,Est_8,12,69,9.255097452650729,1,Soleado,0,No
2024-04-04,Est_8,15,75,8.316043435863508,0,Soleado,0,No
2024-04-04,Est_8,18,88,3.497569985157627,1,Nublado,0,Si
2024-04-04,Est_8,21,89,6.578349560671068,1,Soleado,0,No
2024-04-04,Est_9,6,124,5.089445554880261,1,Lluvia,1,Si
2024-04-04,Est_9,9,86,6.029594833441639,1,Lluvia,0,No
2024-04-04,Est_9,12,65,8.976091098451489,1,Nublado,0,No
2024-04-04,Est_9,15,81,7.296399407038599,0,Soleado,0,No
2024-04-04,Est_9,18,111,4.519479037708519,1,Soleado,1,Si
2024-04-04,Est_9,21,71,7.636248919602875,1,Soleado,0,No
2024-04-04,Est_10,6,122,5.057005217252301,1,Nublado,1,Si
2024-04-04,Est_10,9,64,7.180046990077392,1,Soleado,0,No
2024-04-04,Est_10,12,92,6.275220306550939,1,Soleado,0,No
2024-04-04,Est_10,15,91,9.360980144935048,1,Nublado,0,No
2024-04-04,Est_10,18,120,4.74105905008877,1,Nublado,1,Si
2024-04-04,Est_10,21,95,8.325489906230008,1,Nublado,0,No
2024-04-05,Est_1,6,128,5.7410452794241085,1,Soleado,1,Si
2024-04-05,Est_1,9,108,7.391010648735861,1,Soleado,1,No
2024-04-05,Est_1,12,73,8.157548065972517,1,Nublado,0,No
2024-04-05,Est_1,15,70,2.727186069054887,1,Soleado,0,No
2024-04-05,Est_1,18,125,4.298448198032163,1,Soleado,1,Si
2024-04-05,Est_1,21,73,7.519755822596074,1,Nublado,0,No
2024-04-05,Est_2,6,115,2.665127152010373,1,Nublado,1,Si
2024-04-05,Est_2,9,70,6.357827258551131,0,Nublado,0,No
2024-04-05,Est_2,12,84,7.57290317834733,1,Lluvia,0,No
2024-04-05,Est_2,15,71,7.645062470786605,1,Soleado,0,No
2024-04-05,Est_2,18,121,6.098960115823369,1,Nublado,1,Si
2024-04-05,Est_2,21,58,6.878925129837127,1,Lluvia,0,No
2024-04-05,Est_3,6,124,6.497015164789478,1,Nublado,1,Si
2024-04-05,Est_3,9,69,2.6556169327094663,1,Nublado,0,No
2024-04-05,Est_3,12,71,6.064346558956292,1,Soleado,0,No
2024-04-05,Est_3,15,85,9.87104703080018,1,Nublado,0,No
2024-04-05,Est_3,18,120,5.301648570072452,0,Lluvia,1,Si
2024-04-05,Est_3,21,85,8.575981594011418,1,Nublado,0,No
2024-04-05,Est_4,6,117,5.453953197858549,1,Soleado,1,Si
2024-04-05,Est_4,9,92,5.868586224970963,1,Nublado,0,No
2024-04-05,Est_4,12,92,8.784205733386962,1,Nublado,0,No
2024-04-05,Est_4,15,88,5.158588277294511,1,Soleado,0,No
2024-04-05,Est_4,18,121,3.355587369657197,1,Nublado,1,Si
2024-04-05,Est_4,21,77,4.839923676108558,1,Soleado,0,No
2024-04-05,Est_5,6,111,7.463022740204554,1,Soleado,1,Si
2024-04-05,Est_5,9,77,8.514725634013951,1,Soleado,0,No
2024-04-05,Est_5,12,77,8.53385564801446,1,Nublado,0,No
2024-04-05,Est_5,15,89,10.659628609508909,1,Soleado,0,No
2024-04-05,Est_5,18,109,6.138392884680147,1,Lluvia,1,Si
2024-04-05,Est_5,21,76,7.421787135954064,1,Soleado,0,No
2024-04-05,Est_6,6,113,5.269841226730218,1,Nublado,1,Si
2024-04-05,Est_6,9,86,9.0880034295169,1,Soleado,0,No
2024-04-05,Est_6,12,71,7.15806325921894,1,Soleado,0,No
2024-04-05,Est_6,15,82,4.998961757622693,1,Soleado,0,No
2024-04-05,Est_6,18,131,5.187836753971861,1,Nublado,1,Si
2024-04-05,Est_6,21,72,6.355891688312121,1,Soleado,0,No
2024-04-05,Est_7,6,115,3.922389101646204,1,Soleado,1,Si
2024-04-05,Est_7,9,84,8.342386565416662,1,Soleado,0,No
2024-04-05,Est_7,12,82,7.950665321398148,1,Soleado,0,No
2024-04-05,Est_7,15,83,7.620698646177248,1,Soleado,0,No
2024-04-05,Est_7,18,123,3.794488148045404,1,Nublado,1,Si
2024-04-05,Est_7,21,68,9.4586752081661,1,Nublado,0,No
2024-04-05,Est_8,6,112,4.127478629077034,1,Soleado,1,Si
2024-04-05,Est_8,9,63,5.4778649039607,0,Lluvia,0,No
2024-04-05,Est_8,12,72,7.496320348321685,1,Soleado,0,No
2024-04-05,Est_8,15,75,8.250293442413387,1,Nublado,0,No
2024-04-05,Est_8,18,122,3.9424822163623863,1,Lluvia,1,Si
2024-04-05,Est_8,21,70,6.916346383513441,1,Nublado,0,No
2024-04-05,Est_9,6,103,3.8967050861153503,1,Nublado,1,Si
2024-04-05,Est_9,9,96,8.854139762815656,1,Soleado,0,No
2024-04-05,Est_9,12,81,10.478994309972542,0,Nublado,0,No
2024-04-05,Est_9,15,68,7.589976759091558,1,Nublado,0,No
2024-04-05,Est_9,18,90,3.821015809238076,0,Lluvia,0,Si
2024-04-05,Est_9,21,81,5.003150569663333,1,Soleado,0,No
2024-04-05,Est_10,6,123,4.99089363269016,1,Lluvia,1,Si
2024-04-05,Est_10,9,72,8.257736161677464,1,Lluvia,0,No
2024-04-05,Est_10,12,77,7.401088471107855,1,Soleado,0,No
2024-04-05,Est_10,15,65,7.48254670929402,1,Nublado,0,No
2024-04-05,Est_10,18,115,6.628843348747367,1,Lluvia,1,Si
2024-04-05,Est_10,21,96,7.7120473493199295,1,Nublado,0,No
2024-04-06,Est_1,6,108,3.402329505386941,1,Soleado,1,Si
2024-04-06,Est_1,9,105,6.542162943467998,1,Nublado,1,No
2024-04-06,Est_1,12,78,5.185457885738339,1,Nublado,0,No
2024-04-06,Est_1,15,69,7.899893094994306,1,Soleado,0,No
2024-04-06,Est_1,18,97,4.079896004688591,1,Soleado,0,Si
2024-04-06,Est_1,21,89,6.546295470267808,1,Nublado,0,No
2024-04-06,Est_2,6,121,2.9496819523768685,1,Soleado,1,Si
2024-04-06,Est_2,9,90,6.662851897160975,1,Soleado,0,No
2024-04-06,Est_2,12,78,6.180633327621276,1,Soleado,0,No
2024-04-06,Est_2,15,103,7.58770600810382,1,Nublado,1,No
2024-04-06,Est_2,18,118,4.959043190735102,1,Soleado,1,Si
2024-04-06,Est_2,21,86,5.600098061390206,1,Soleado,0,No
2024-04-06,Est_3,6,119,3.996390892010125,1,Soleado,1,Si
2024-04-06,Est_3,9,73,8.559857031094115,0,Lluvia,0,No
2024-04-06,Est_3,12,79,8.11314305801396,1,Nublado,0,No
2024-04-06,Est_3,15,63,7.448938870609738,1,Nublado,0,No
2024-04-06,Est_3,18,120,4.452017673031837,0,Soleado,1,Si
2024-04-06,Est_3,21,76,7.277020458797363,1,Nublado,0,No
2024-04-06,Est_4,6,125,6.778556231994496,1,Soleado,1,Si
2024-04-06,Est_4,9,74,8.0784299659976,1,Soleado,0,No
2024-04-06,Est_4,12,71,8.992291212773587,1,Nublado,0,No
2024-04-06,Est_4,15,89,7.83434501410099,1,Nublado,0,No
2024-04-06,Est_4,18,123,5.807444118574449,1,Soleado,1,Si
2024-04-06,Est_4,21,96,8.608761005964704,1,Soleado,0,No
2024-04-06,Est_5,6,118,4.668119564621343,1,Nublado,1,Si
2024-04-06,Est_5,9,74,6.584780050166619,1,Lluvia,0,No
2024-04-06,Est_5,12,95,6.62696331072468,1,Nublado,0,No
2024-04-06,Est_5,15,88,9.411018364029989,1,Nublado,0,No
2024-04-06,Est_5,18,93,5.599531927628963,1,Soleado,0,Si
2024-04-06,Est_5,21,80,6.022964659312256,1,Nublado,0,No
2024-04-06,Est_6,6,123,5.848264468447316,1,Lluvia,1,Si
2024-04-06,Est_6,9,84,4.358855861266274,1,Soleado,0,No
2024-04-06,Est_6,12,66,6.129214825292916,1,Nublado,0,No
2024-04-06,Est_6,15,83,7.882867606630914,1,Nublado,0,No
2024-04-06,Est_6,18,122,3.82265253037664,1,Soleado,1,Si
2024-04-06,Est_6,21,75,7.972420650765788,1,Lluvia,0,No
2024-04-06,Est_7,6,118,5.337027088627829,1,Soleado,1,Si
2024-04-06,Est_7,9,85,8.398886247809635,1,Soleado,0,No
2024-04-06,Est_7,12,88,6.172212781161329,1,Soleado,0,No
2024-04-06,Est_7,15,82,10.837298928502378,1,Nublado,0,No
2024-04-06,Est_7,18,126,6.167541614249957,1,Soleado,1,Si
2024-04-06,Est_7,21,62,6.1732214255072,1,Nublado,0,No
2024-04-06,Est_8,6,130,3.2874663287997423,1,Soleado,1,Si
2024-04-06,Est_8,9,65,6.709510811080423,1,Nublado,0,No
2024-04-06,Est_8,12,84,8.83155054328803,1,Soleado,0,No
2024-04-06,Est_8,15,90,7.873146555202924,1,Nublado,0,No
2024-04-06,Est_8,18,109,5.211329370366806,1,Lluvia,1,Si
2024-04-06,Est_8,21,73,4.347340951655722,1,Lluvia,0,No
2024-04-06,Est_9,6,109,3.245124746434568,1,Soleado,1,Si
2024-04-06,Est_9,9,86,2.691606680077526,1,Nublado,0,No
2024-04-06,Est_9,12,87,5.502421841217563,1,Nublado,0,No
2024-04-06,Est_9,15,102,7.452687849729199,0,Soleado,1,No
2024-04-06,Est_9,18,112,4.66028166214771,1,Nublado,1,Si
2024-04-06,Est_9,21,79,7.551048260224267,0,Soleado,0,No
2024-04-06,Est_10,6,88,1.3636396095905878,1,Lluvia,0,Si
2024-04-06,Est_10,9,97,8.326068094541574,1,Soleado,0,No
2024-04-06,Est_10,12,73,7.440336898249944,1,Lluvia,0,No
2024-04-06,Est_10,15,83,4.965127293064892,1,Soleado,0,No
2024-04-06,Est_10,18,110,5.300853795846415,1,Soleado,1,Si
2024-04-06,Est_10,21,91,8.722956024143073,0,Nublado,0,No
2024-04-07,Est_1,6,121,3.3917914820215898,1,Lluvia,1,Si
2024-04-07,Est_1,9,91,2.6179742747580885,1,Soleado,0,No
2024-04-07,Est_1,12,84,7.031190561513112,1,Soleado,0,No
2024-04-07,Est_1,15,71,5.907995588156298,1,Soleado,0,No
2024-04-07,Est_1,18,129,5.484618909674044,1,Lluvia,1,Si
2024-04-07,Est_1,21,73,6.621469746810568,1,Nublado,0,No
2024-04-07,Est_2,6,84,6.324664665720738,1,Soleado,0,Si
2024-04-07,Est_2,9,67,6.883244204480797,1,Soleado,0,No
2024-04-07,Est_2,12,71,8.378843401862806,1,Nublado,0,No
2024-04-07,Est_2,15,88,5.997783871691509,1,Nublado,0,No
2024-04-07,Est_2,18,107,4.034675251523807,1,Lluvia,1,Si
2024-04-07,Est_2,21,69,8.544941226371742,1,Lluvia,0,No
2024-04-07,Est_3,6,125,8.093787378864718,0,Lluvia,1,Si
2024-04-07,Est_3,9,89,5.398700628618591,1,Soleado,0,No
2024-04-07,Est_3,12,83,6.719283602493177,1,Soleado,0,No
2024-04-07,Est_3,15,81,8.478594993519794,1,Lluvia,0,No
2024-04-07,Est_3,18,101,5.507725765192537,1,Nublado,1,Si
2024-04-07,Est_3,21,86,6.556897884791455,1,Lluvia,0,No
2024-04-07,Est_4,6,119,6.945491819841664,1,Soleado,1,Si
2024-04-07,Est_4,9,86,6.965697906551677,1,Soleado,0,No
2024-04-07,Est_4,12,69,9.423063534204164,1,Nublado,0,No
2024-04-07,Est_4,15,76,6.51651929618299,1,Lluvia,0,No
2024-04-07,Est_4,18,124,3.231440313260296,1,Soleado,1,Si
2024-04-07,Est_4,21,70,8.781519082692345,1,Lluvia,0,No
2024-04-07,Est_5,6,113,5.189569369319618,1,Soleado,1,Si
2024-04-07,Est_5,9,92,9.908393498587428,1,Nublado,0,No
2024-04-07,Est_5,12,84,6.801049380426139,1,Lluvia,0,No
2024-04-07,Est_5,15,81,5.538206042994037,1,Soleado,0,No
2024-04-07,Est_5,18,117,5.497970495853522,1,Lluvia,1,Si
